timestamp_ms,source,can_id,speed_kmh,rpm,throttle_pct,engine_load_pct,maf_g_s,coolant_temp_c,session_label,obd_latency_ms
0,DIAG,0x000,,,,,,,,Normal,BOOT fw=0.2.0 heap_alloc=58KB flash=400KB tasks=9 backlog_cap=16KB
1787595600005,CAN_DBC,0x200,,,28.6,23.9,,,Normal,
1787595600005,CAN_DBC,0x100,78.0,2449,,,,,Normal,
1787595600005,CAN_DBC,0x200,,,28.6,23.9,,,Normal,
1787595600005,CAN_DBC,0x200,,,28.6,23.9,,,Normal,
1787595600005,CAN_DBC,0x100,79.0,2489,,,,,Normal,
1787595600010,OBD_PID,0x701,80.0,,,,,,Normal,1.482
1787595600031,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595600081,CAN_DBC,0x200,,,60.0,51.0,,,Normal,
1787595600082,CAN_DBC,0x100,120.0,4000,,,,,Normal,
1787595600111,OBD_PID,0x702,,4000,,,,,Normal,1.877
1787595600131,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595600181,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595600183,CAN_DBC,0x100,119.0,3984,,,,,Normal,
1787595600213,OBD_PID,0x703,,,58.8,,,,Normal,3.280
1787595600231,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595600281,CAN_DBC,0x200,,,57.6,48.6,,,Normal,
1787595600283,CAN_DBC,0x100,117.0,3921,,,,,Normal,
1787595600313,OBD_PID,0x704,,,,49.0,,,Normal,1.165
1787595600331,CAN_DBC,0x200,,,56.9,47.8,,,Normal,
1787595600381,CAN_DBC,0x200,,,55.7,46.7,,,Normal,
1787595600383,CAN_DBC,0x100,115.0,3835,,,,,Normal,
1787595600414,OBD_PID,0x705,,,,,23.06,,Normal,1.437
1787595600431,CAN_DBC,0x200,,,54.9,45.9,,,Normal,
1787595600481,CAN_DBC,0x200,,,53.7,44.7,,,Normal,
1787595600483,CAN_DBC,0x100,111.0,3709,,,,,Normal,
1787595600483,CAN_DBC,0x300,,,,,,87.0,Normal,
1787595600515,OBD_PID,0x706,,,,,,87.0,Normal,1.895
1787595600531,CAN_DBC,0x200,,,51.8,43.9,,,Normal,
1787595600581,CAN_DBC,0x200,,,51.0,42.7,,,Normal,
1787595600583,CAN_DBC,0x100,106.0,3552,,,,,Normal,
1787595600615,OBD_PID,0x701,107.0,,,,,,Normal,1.309
1787595600631,CAN_DBC,0x200,,,48.6,40.8,,,Normal,
1787595600681,CAN_DBC,0x200,,,46.7,38.8,,,Normal,
1787595600683,CAN_DBC,0x100,101.0,3380,,,,,Normal,
1787595600717,OBD_PID,0x702,,3380,,,,,Normal,1.731
1787595600731,CAN_DBC,0x200,,,44.7,37.6,,,Normal,
1787595600781,CAN_DBC,0x200,,,42.7,35.7,,,Normal,
1787595600782,CAN_DBC,0x100,95.0,3192,,,,,Normal,
1787595600817,OBD_PID,0x703,,,43.1,,,,Normal,1.268
1787595600831,CAN_DBC,0x200,,,40.8,33.7,,,Normal,
1787595600881,CAN_DBC,0x200,,,40.0,33.7,,,Normal,
1787595600883,CAN_DBC,0x100,90.0,3003,,,,,Normal,
1787595600918,OBD_PID,0x704,,,,34.1,,,Normal,1.707
1787595600931,CAN_DBC,0x200,,,37.6,31.8,,,Normal,
1787595600981,CAN_DBC,0x200,,,35.7,29.8,,,Normal,
1787595600984,CAN_DBC,0x100,84.0,2807,,,,,Normal,
1787595601018,OBD_PID,0x705,,,,,10.64,,Normal,1.117
1787595601031,CAN_DBC,0x200,,,33.7,27.8,,,Normal,
1787595601081,CAN_DBC,0x200,,,31.8,26.7,,,Normal,
1787595601082,CAN_DBC,0x100,78.0,2619,,,,,Normal,
1787595601119,OBD_PID,0x706,,,,,,87.0,Normal,1.233
1787595601131,CAN_DBC,0x200,,,29.8,24.7,,,Normal,
1787595601181,CAN_DBC,0x200,,,27.8,22.7,,,Normal,
1787595601182,CAN_DBC,0x100,73.0,2447,,,,,Normal,
1787595601240,CAN_DBC,0x200,,,26.7,22.0,,,Normal,
1787595601241,OBD_PID,0x701,71.0,,,,,,Normal,5.789
1787595601288,CAN_DBC,0x200,,,24.7,20.8,,,Normal,
1787595601288,CAN_DBC,0x100,68.0,2290,,,,,Normal,
1787595601331,CAN_DBC,0x200,,,23.9,20.0,,,Normal,
1787595601355,OBD_PID,0x702,,2227,,,,,Normal,1.301
1787595601381,CAN_DBC,0x200,,,22.7,18.8,,,Normal,
1787595601382,CAN_DBC,0x100,64.0,2164,,,,,Normal,
1787595601431,CAN_DBC,0x200,,,22.0,17.6,,,Normal,
1787595601458,OBD_PID,0x703,,,22.0,,,,Normal,1.974
1787595601481,CAN_DBC,0x200,,,20.8,16.9,,,Normal,
1787595601482,CAN_DBC,0x100,62.0,2078,,,,,Normal,
1787595601482,CAN_DBC,0x300,,,,,,87.0,Normal,
1787595601531,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601559,OBD_PID,0x704,,,,16.9,,,Normal,2.405
1787595601581,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601582,CAN_DBC,0x100,60.0,2015,,,,,Normal,
1787595601631,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601659,OBD_PID,0x705,,,,,4.72,,Normal,1.734
1787595601681,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601681,CAN_DBC,0x100,60.0,2000,,,,,Normal,
1787595601731,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601759,OBD_PID,0x706,,,,,,87.0,Normal,1.151
1787595601781,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601782,CAN_DBC,0x100,60.0,2015,,,,,Normal,
1787595601831,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595601861,OBD_PID,0x701,61.0,,,,,,Normal,2.380
1787595601881,CAN_DBC,0x200,,,20.8,16.9,,,Normal,
1787595601882,CAN_DBC,0x100,62.0,2078,,,,,Normal,
1787595601931,CAN_DBC,0x200,,,22.0,17.6,,,Normal,
1787595601960,OBD_PID,0x702,,2117,,,,,Normal,1.019
1787595601981,CAN_DBC,0x200,,,22.7,18.8,,,Normal,
1787595601982,CAN_DBC,0x100,64.0,2164,,,,,Normal,
1787595602031,CAN_DBC,0x200,,,23.9,20.0,,,Normal,
1787595602061,OBD_PID,0x703,,,23.9,,,,Normal,1.589
1787595602081,CAN_DBC,0x200,,,24.7,20.8,,,Normal,
1787595602082,CAN_DBC,0x100,68.0,2290,,,,,Normal,
1787595602131,CAN_DBC,0x200,,,26.7,22.0,,,Normal,
1787595602162,OBD_PID,0x704,,,,22.0,,,Normal,2.043
1787595602181,CAN_DBC,0x200,,,27.8,22.7,,,Normal,
1787595602181,CAN_DBC,0x100,73.0,2447,,,,,Normal,
1787595602231,CAN_DBC,0x200,,,29.8,24.7,,,Normal,
1787595602262,OBD_PID,0x705,,,,,8.00,,Normal,1.421
1787595602281,CAN_DBC,0x200,,,31.8,26.7,,,Normal,
1787595602282,CAN_DBC,0x100,78.0,2619,,,,,Normal,
1787595602331,CAN_DBC,0x200,,,33.7,27.8,,,Normal,
1787595602362,OBD_PID,0x706,,,,,,87.0,Normal,1.026
1787595602381,CAN_DBC,0x200,,,35.7,29.8,,,Normal,
1787595602382,CAN_DBC,0x100,84.0,2807,,,,,Normal,
1787595602431,CAN_DBC,0x200,,,37.6,31.8,,,Normal,
1787595602463,OBD_PID,0x701,87.0,,,,,,Normal,1.442
1787595602481,CAN_DBC,0x200,,,40.0,33.7,,,Normal,
1787595602481,CAN_DBC,0x100,90.0,3003,,,,,Normal,
1787595602482,CAN_DBC,0x300,,,,,,87.0,Normal,
1787595602531,CAN_DBC,0x200,,,40.8,33.7,,,Normal,
1787595602563,OBD_PID,0x702,,3098,,,,,Normal,0.968
1787595602581,CAN_DBC,0x200,,,42.7,35.7,,,Normal,
1787595602581,CAN_DBC,0x100,95.0,3192,,,,,Normal,
1787595602631,CAN_DBC,0x200,,,44.7,37.6,,,Normal,
1787595602664,OBD_PID,0x703,,,45.1,,,,Normal,1.415
1787595602681,CAN_DBC,0x200,,,46.7,38.8,,,Normal,
1787595602683,CAN_DBC,0x100,101.0,3380,,,,,Normal,
1787595602731,CAN_DBC,0x200,,,48.6,40.8,,,Normal,
1787595602765,OBD_PID,0x704,,,,41.2,,,Normal,1.890
1787595602781,CAN_DBC,0x200,,,51.0,42.7,,,Normal,
1787595602782,CAN_DBC,0x100,106.0,3552,,,,,Normal,
1787595602831,CAN_DBC,0x200,,,51.8,43.9,,,Normal,
1787595602865,OBD_PID,0x705,,,,,20.30,,Normal,1.383
1787595602881,CAN_DBC,0x200,,,53.7,44.7,,,Normal,
1787595602881,CAN_DBC,0x100,111.0,3709,,,,,Normal,
1787595602931,CAN_DBC,0x200,,,54.9,45.9,,,Normal,
1787595602966,OBD_PID,0x706,,,,,,87.0,Normal,1.797
1787595602989,CAN_DBC,0x200,,,55.7,46.7,,,Normal,
1787595602990,CAN_DBC,0x100,115.0,3835,,,,,Normal,
1787595603046,CAN_DBC,0x200,,,56.9,47.8,,,Normal,
1787595603084,CAN_DBC,0x200,,,57.6,48.6,,,Normal,
1787595603084,CAN_DBC,0x100,117.0,3921,,,,,Normal,
1787595603086,OBD_PID,0x701,118.0,,,,,,Normal,2.044
1787595603131,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595603181,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595603182,CAN_DBC,0x100,119.0,3984,,,,,Normal,
1787595603187,OBD_PID,0x702,,3984,,,,,Normal,1.174
1787595603231,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595603281,CAN_DBC,0x200,,,60.0,51.0,,,Normal,
1787595603282,CAN_DBC,0x100,120.0,4000,,,,,Normal,
1787595603288,OBD_PID,0x703,,,60.0,,,,Normal,1.586
1787595603331,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595603381,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595603382,CAN_DBC,0x100,119.0,3984,,,,,Normal,
1787595603388,OBD_PID,0x704,,,,50.2,,,Normal,1.085
1787595603431,CAN_DBC,0x200,,,58.8,49.8,,,Normal,
1787595603481,CAN_DBC,0x200,,,57.6,48.6,,,Normal,
1787595603482,CAN_DBC,0x100,117.0,3921,,,,,Normal,
1787595603482,CAN_DBC,0x300,,,,,,87.0,Normal,
1787595603489,OBD_PID,0x705,,,,,24.74,,Normal,1.455
1787595603531,CAN_DBC,0x200,,,56.9,47.8,,,Normal,
1787595603581,CAN_DBC,0x200,,,55.7,46.7,,,Normal,
1787595603582,CAN_DBC,0x100,115.0,3835,,,,,Normal,
1787595603589,OBD_PID,0x706,,,,,,87.0,Normal,1.146
1787595603631,CAN_DBC,0x200,,,54.9,45.9,,,Normal,
1787595603681,CAN_DBC,0x200,,,53.7,44.7,,,Normal,
1787595603682,CAN_DBC,0x100,111.0,3709,,,,,Normal,
1787595603690,OBD_PID,0x701,111.0,,,,,,Normal,1.469
1787595603731,CAN_DBC,0x200,,,51.8,43.9,,,Normal,
1787595603781,CAN_DBC,0x200,,,51.0,42.7,,,Normal,
1787595603781,CAN_DBC,0x100,106.0,3552,,,,,Normal,
1787595603790,OBD_PID,0x702,,3552,,,,,Normal,1.036
1787595603831,CAN_DBC,0x200,,,48.6,40.8,,,Normal,
1787595603881,CAN_DBC,0x200,,,46.7,38.8,,,Normal,
1787595603881,CAN_DBC,0x100,101.0,3380,,,,,Normal,
1787595603891,OBD_PID,0x703,,,47.1,,,,Normal,1.570
1787595603931,CAN_DBC,0x200,,,44.7,37.6,,,Normal,
1787595603981,CAN_DBC,0x200,,,42.7,35.7,,,Normal,
1787595603982,CAN_DBC,0x100,95.0,3192,,,,,Normal,
1787595603991,OBD_PID,0x704,,,,36.1,,,Normal,1.178
1787595604031,CAN_DBC,0x200,,,40.8,33.7,,,Normal,
1787595604081,CAN_DBC,0x200,,,40.0,33.7,,,Normal,
1787595604082,CAN_DBC,0x100,90.0,3003,,,,,Normal,
1787595604092,OBD_PID,0x705,,,,,12.88,,Normal,1.585
1787595604131,CAN_DBC,0x200,,,37.6,31.8,,,Normal,
1787595604181,CAN_DBC,0x200,,,35.7,29.8,,,Normal,
1787595604182,CAN_DBC,0x100,84.0,2807,,,,,Normal,
1787595604192,OBD_PID,0x706,,,,,,87.0,Normal,1.074
1787595604231,CAN_DBC,0x200,,,33.7,27.8,,,Normal,
1787595604281,CAN_DBC,0x200,,,31.8,26.7,,,Normal,
1787595604282,CAN_DBC,0x100,78.0,2619,,,,,Normal,
1787595604293,OBD_PID,0x701,79.0,,,,,,Normal,1.499
1787595604331,CAN_DBC,0x200,,,29.8,24.7,,,Normal,
1787595604381,CAN_DBC,0x200,,,27.8,22.7,,,Normal,
1787595604381,CAN_DBC,0x100,73.0,2447,,,,,Normal,
1787595604393,OBD_PID,0x702,,2447,,,,,Normal,1.080
1787595604431,CAN_DBC,0x200,,,26.7,22.0,,,Normal,
1787595604481,CAN_DBC,0x200,,,24.7,20.8,,,Normal,
1787595604482,CAN_DBC,0x100,68.0,2290,,,,,Normal,
1787595604482,CAN_DBC,0x300,,,,,,87.0,Normal,
1787595604494,OBD_PID,0x703,,,25.1,,,,Normal,1.463
1787595604531,CAN_DBC,0x200,,,23.9,20.0,,,Normal,
1787595604581,CAN_DBC,0x200,,,22.7,18.8,,,Normal,
1787595604582,CAN_DBC,0x100,64.0,2164,,,,,Normal,
1787595604595,OBD_PID,0x704,,,,18.8,,,Normal,1.653
1787595604631,CAN_DBC,0x200,,,22.0,17.6,,,Normal,
1787595604681,CAN_DBC,0x200,,,20.8,16.9,,,Normal,
1787595604682,CAN_DBC,0x100,62.0,2078,,,,,Normal,
1787595604695,OBD_PID,0x705,,,,,4.86,,Normal,1.007
1787595604742,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595604790,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595604790,CAN_DBC,0x100,60.0,2015,,,,,Normal,
1787595604815,OBD_PID,0x706,,,,,,87.0,Normal,1.834
1787595604831,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595604881,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595604881,CAN_DBC,0x100,60.0,2000,,,,,Normal,
1787595604915,OBD_PID,0x701,60.0,,,,,,Normal,1.283
1787595604931,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595604981,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595604982,CAN_DBC,0x100,60.0,2015,,,,,Normal,
1787595605016,OBD_PID,0x702,,2015,,,,,Normal,1.739
1787595605031,CAN_DBC,0x200,,,20.0,16.9,,,Normal,
1787595605081,CAN_DBC,0x200,,,20.8,16.9,,,Normal,
1787595605082,CAN_DBC,0x100,62.0,2078,,,,,Normal,
1787595605116,OBD_PID,0x703,,,21.2,,,,Normal,1.192
1787595605131,CAN_DBC,0x200,,,22.0,17.6,,,Normal,
1787595605181,CAN_DBC,0x200,,,22.7,18.8,,,Normal,
1787595605182,CAN_DBC,0x100,64.0,2164,,,,,Normal,
1787595605217,OBD_PID,0x704,,,,18.8,,,Normal,1.717
1787595605231,CAN_DBC,0x200,,,23.9,20.0,,,Normal,
1787595605281,CAN_DBC,0x200,,,24.7,20.8,,,Normal,
1787595605282,CAN_DBC,0x100,68.0,2290,,,,,Normal,
1787595605317,OBD_PID,0x705,,,,,6.20,,Normal,1.117
1787595605331,CAN_DBC,0x200,,,26.7,22.0,,,Normal,
1787595605382,CAN_DBC,0x200,,,27.8,22.7,,,Normal,
1787595605382,CAN_DBC,0x100,73.0,2447,,,,,Normal,
1787595605418,OBD_PID,0x706,,,,,,87.0,Normal,1.413
1787595605431,CAN_DBC,0x200,,,29.8,24.7,,,Normal,
1787595605481,CAN_DBC,0x200,,,31.8,26.7,,,Normal,
1787595605482,CAN_DBC,0x100,78.0,2619,,,,,Normal,
1787595605482,CAN_DBC,0x300,,,,,,87.0,Normal,
1787595605519,OBD_PID,0x701,79.0,,,,,,Normal,1.855
1787595605531,CAN_DBC,0x200,,,33.7,27.8,,,Normal,
1787595605581,CAN_DBC,0x200,,,35.7,29.8,,,Normal,
1787595605582,CAN_DBC,0x100,84.0,2807,,,,,Normal,
1787595605619,OBD_PID,0x702,,2807,,,,,Normal,1.096
1787595605631,CAN_DBC,0x200,,,37.6,31.8,,,Normal,
1787595605681,CAN_DBC,0x200,,,40.0,33.7,,,Normal,
1787595605682,CAN_DBC,0x100,90.0,3003,,,,,Normal,
1787595605720,OBD_PID,0x703,,,40.0,,,,Normal,1.700
1787595605731,CAN_DBC,0x200,,,40.8,33.7,,,Normal,
1787595605781,CAN_DBC,0x200,,,42.7,35.7,,,Normal,
1787595605782,CAN_DBC,0x100,95.0,3192,,,,,Normal,
1787595605820,OBD_PID,0x704,,,,36.1,,,Normal,1.076
1787595605831,CAN_DBC,0x200,,,44.7,37.6,,,Normal,
1787595605881,CAN_DBC,0x200,,,46.7,38.8,,,Normal,
1787595605882,CAN_DBC,0x100,101.0,3380,,,,,Normal,
1787595605921,OBD_PID,0x705,,,,,16.66,,Normal,1.612
1787595605931,CAN_DBC,0x200,,,48.6,40.8,,,Normal,
1787595605981,CAN_DBC,0x200,,,51.0,42.7,,,Normal,
1787595605982,CAN_DBC,0x100,106.0,3552,,,,,Normal,
1787595606021,OBD_PID,0x706,,,,,,87.0,Normal,1.027
1787595606031,CAN_DBC,0x200,,,51.8,43.9,,,Normal,
1787595606081,CAN_DBC,0x200,,,53.7,44.7,,,Normal,
1787595606082,CAN_DBC,0x100,111.0,3709,,,,,Normal,
